08:07:31 [hook] session-start: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
08:07:32 [hook] session-start: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:17 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:17 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:18 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:19 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:19 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:25 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:26 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:26 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:24:27 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:25:20 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:28:13 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
09:30:08 [hook] post-tool: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 PYTHON=python3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
11:02:47 [hook] session-start: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
15:04:19 [hook] session-start: PROJECT_DIR=/Users/ricopichardo/Claude/BTCSpiker PIPELINE_DIR=/Users/ricopichardo/.claude/plugins/cache/claude-plugins-official/remember/0.8.3 REMEMBER_DIR=/Users/ricopichardo/Claude/BTCSpiker/.remember
